[2026-05-22T09:17:50.648Z INFO  network::reliable_sender] Connection to 130.211.86.32:5004: sent 508052 bytes
[2026-05-22T09:17:50.648Z INFO  network::reliable_sender] Connection to 130.211.86.32:5004: sent 508052 bytes
[2026-05-22T09:17:50.648Z INFO  network::reliable_sender] Connection to 130.211.86.32:5004: sent 508052 bytes
[2026-05-22T09:17:50.648Z INFO  network::reliable_sender] Connection to 34.81.27.135:5039: sent 508052 bytes
[2026-05-22T09:17:50.648Z INFO  network::reliable_sender] Connection to 34.79.153.233:5029: sent 508052 bytes
[2026-05-22T09:17:50.649Z INFO  network::reliable_sender] Connection to 34.79.153.233:5029: sent 508052 bytes
[2026-05-22T09:17:50.649Z INFO  network::reliable_sender] Connection to 34.79.153.233:5029: sent 508052 bytes
[2026-05-22T09:17:50.666Z INFO  worker::batch_maker] Batch tn8riq3hFbWiHKuaZEIy9iVlc6QGs9zkiPYSfqsuSpI= contains sample tx 19
[2026-05-22T09:17:50.666Z INFO  worker::batch_maker] Batch tn8riq3hFbWiHKuaZEIy9iVlc6QGs9zkiPYSfqsuSpI= contains 500224 B
[2026-05-22T09:17:50.666Z INFO  network::reliable_sender] Connection to 136.118.77.161:5034: sent 508052 bytes
[2026-05-22T09:17:50.666Z INFO  network::reliable_sender] Connection to 130.211.86.32:5004: sent 508052 bytes
[2026-05-22T09:17:50.667Z INFO  network::reliable_sender] Connection to 136.109.104.208:5009: sent 508052 bytes
[2026-05-22T09:17:50.667Z INFO  network::reliable_sender] Connection to 34.79.153.233:5029: sent 508052 bytes
[2026-05-22T09:17:50.667Z INFO  network::reliable_sender] Connection to 35.227.54.147:5044: sent 508052 bytes
[2026-05-22T09:17:50.721Z INFO  worker::batch_maker] Batch GQGNxuyOO7r5ZnA3+wy69iA4zwOMAc27s6O0Nmv9NTI= contains sample tx 20
[2026-05-22T09:17:50.721Z INFO  worker::batch_maker] Batch GQGNxuyOO7r5ZnA3+wy69iA4zwOMAc27s6O0Nmv9NTI= contains 500224 B
[2026-05-22T09:17:50.722Z INFO  network::reliable_sender] Connection to 34.79.153.233:5029: sent 508052 bytes
[2026-05-22T09:17:50.722Z INFO  network::reliable_sender] Connection to 136.118.77.161:5034: sent 508052 bytes
[2026-05-22T09:17:50.722Z INFO  network::reliable_sender] Connection to 130.211.86.32:5004: sent 508052 bytes
[2026-05-22T09:17:50.722Z INFO  network::reliable_sender] Connection to 35.227.54.147:5044: sent 508052 bytes
[2026-05-22T09:17:50.722Z INFO  network::reliable_sender] Connection to 136.109.104.208:5009: sent 508052 bytes
[2026-05-22T09:17:50.766Z INFO  worker::batch_maker] Batch 0nGZmGO1+wIDkhFDKilb7VXS9Qrb9AFsSH5jGldTgFg= contains sample tx 21
[2026-05-22T09:17:50.766Z INFO  worker::batch_maker] Batch 0nGZmGO1+wIDkhFDKilb7VXS9Qrb9AFsSH5jGldTgFg= contains 500224 B
[2026-05-22T09:17:50.766Z INFO  network::reliable_sender] Connection to 34.79.153.233:5029: sent 508052 bytes
[2026-05-22T09:17:50.766Z INFO  network::reliable_sender] Connection to 136.118.77.161:5034: sent 508052 bytes
[2026-05-22T09:17:50.767Z INFO  network::reliable_sender] Connection to 130.211.86.32:5004: sent 508052 bytes
[2026-05-22T09:17:50.767Z INFO  network::reliable_sender] Connection to 35.227.54.147:5044: sent 508052 bytes
[2026-05-22T09:17:50.767Z INFO  network::reliable_sender] Connection to 136.109.104.208:5009: sent 508052 bytes
[2026-05-22T09:17:50.816Z INFO  worker::batch_maker] Batch s9usU1N7c19eWmezR4wNI+PsOCgfYSVB3naekOzk834= contains sample tx 22
[2026-05-22T09:17:50.816Z INFO  worker::batch_maker] Batch s9usU1N7c19eWmezR4wNI+PsOCgfYSVB3naekOzk834= contains 500224 B
[2026-05-22T09:17:50.816Z INFO  network::reliable_sender] Connection to 136.118.77.161:5034: sent 508052 bytes
[2026-05-22T09:17:50.816Z INFO  network::reliable_sender] Connection to 130.211.86.32:5004: sent 508052 bytes
[2026-05-22T09:17:50.817Z INFO  network::reliable_sender] Connection to 136.109.104.208:5009: sent 508052 bytes
[2026-05-22T09:17:50.817Z INFO  network::reliable_sender] Connection to 34.79.153.233:5029: sent 508052 bytes
[2026-05-22T09:17:50.818Z INFO  network::reliable_sender] Connection to 35.227.54.147:5044: sent 508052 bytes
[2026-05-22T09:17:50.830Z INFO  network::reliable_sender] Connection to 34.81.252.209:5014: sent 508052 bytes
[2026-05-22T09:17:50.830Z INFO  network::reliable_sender] Connection to 34.81.252.209:5014: sent 508052 bytes
[2026-05-22T09:17:50.832Z INFO  network::reliable_sender] Connection to 34.21.159.42:5024: sent 508052 bytes
[2026-05-22T09:17:50.840Z INFO  network::reliable_sender] Connection to 34.81.27.135:5039: sent 508052 bytes
[2026-05-22T09:17:50.841Z INFO  network::reliable_sender] Connection to 34.81.27.135:5039: sent 508052 bytes
